,Y_real
1514,1
8425,1
1239,0
8287,0
2675,0
1618,0
1912,1
8326,1
2756,1
1643,0
4094,1
2077,1
1363,0
3144,0
8714,1
836,1
2087,0
3833,1
1766,1
3351,0
5210,0
4875,1
2996,0
8724,1
3095,0
6330,1
5330,1
5647,0
3437,0
2399,0
8112,1
5586,0
2922,0
1654,0
5372,0
2539,0
5450,0
1418,1
1811,1
7644,0
1061,1
1450,0
4416,1
4496,1
7044,0
921,0
4886,0
4407,1
3783,1
5322,0
3516,0
7308,1
6767,1
182,0
7837,1
5825,1
7102,1
3344,0
5790,1
6143,0
1918,1
7915,1
7450,0
6490,0
5538,0
4486,1
1587,0
8924,0
7903,0
6632,1
3436,1
3747,0
860,1
1834,0
5293,0
7725,1
5494,0
3664,0
2850,0
2498,1
8467,1
3569,1
5265,1
4143,0
522,1
8347,1
6508,1
464,0
3382,1
4758,0
8070,1
3646,0
4243,1
876,1
2396,1
4091,1
8649,1
5682,0
6134,0
8713,1
2602,0
5036,0
5387,1
187,0
674,0
7315,0
4026,0
6561,0
1036,0
2818,0
8928,1
8138,0
5156,1
3825,0
1704,0
8651,1
6602,1
3290,0
7183,1
6856,0
5692,1
7084,1
912,0
1326,0
3149,1
1404,0
4356,1
5878,0
2804,0
2910,0
3072,0
3587,0
73,0
4501,0
2217,1
7446,1
1427,1
2372,0
8654,1
858,0
1997,0
1777,1
6864,0
3986,0
169,1
5331,1
3568,0
1694,0
3132,1
7637,0
7676,0
8148,1
6291,1
4061,1
6792,1
1590,0
1685,0
3015,0
2406,1
3220,0
8027,0
4811,1
5843,1
3315,1
6904,1
8994,0
8671,1
6449,0
4631,1
4737,1
4790,0
5325,1
5855,1
7244,1
637,0
5867,1
6882,0
5621,1
1034,0
443,0
1790,1
2819,0
7404,0
1735,0
7312,1
4292,0
6332,0
5787,1
6239,0
4774,0
2651,0
5517,1
8836,1
6810,1
4571,1
3746,0
4847,1
207,0
4096,1
1005,0
1356,0
8508,1
5206,0
2092,0
8442,1
5757,1
3321,0
8864,0
7338,0
4989,1
7579,1
2567,0
8372,0
8482,0
7555,1
3819,1
8318,0
4731,0
5231,0
6617,0
2532,0
830,1
6103,1
4115,0
1711,1
361,0
2104,0
4075,0
8195,0
3738,1
5756,0
6687,1
7436,0
7009,1
828,1
1611,0
4950,1
4841,0
8723,1
5179,1
8681,0
7715,1
7247,0
5714,1
8872,1
5753,0
4852,0
1928,0
7711,1
8375,1
480,0
1816,0
3867,0
1577,1
4106,0
5838,0
6868,0
4878,0
4440,1
4010,0
1765,1
2836,1
4408,0
266,0
7358,0
985,0
6888,0
6574,0
5339,0
6300,1
1994,1
5823,0
345,0
3760,0
5909,0
289,0
5977,1
3088,1
5772,0
7053,0
7126,0
7434,1
1154,1
2107,0
8814,0
8184,1
7293,0
7438,0
5085,0
6360,1
8692,1
6493,0
5710,1
1520,0
2986,1
1295,1
7072,0
2176,0
7086,1
7850,1
601,1
6074,0
